시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
전남,담양군,06월,31,0,49,9,40,0
전남,담양군,07월,23,5,33,5,28,0
전남,담양군,08월,34,1,58,11,47,0
전남,담양군,09월,31,0,44,11,33,0
전남,담양군,10월,31,3,47,17,30,0
전남,담양군,11월,24,0,35,7,28,0
전남,담양군,12월,19,2,31,6,24,1
전남,곡성군,01월,11,1,15,5,10,0
전남,곡성군,02월,8,0,10,3,5,2
전남,곡성군,03월,10,0,23,7,13,3
전남,곡성군,04월,16,1,27,9,17,1
전남,곡성군,05월,21,2,37,12,25,0
전남,곡성군,06월,12,1,19,5,13,1
전남,곡성군,07월,10,0,14,4,10,0
전남,곡성군,08월,13,2,18,8,10,0
전남,곡성군,09월,13,1,16,7,9,0
전남,곡성군,10월,17,3,26,6,19,1
전남,곡성군,11월,13,2,21,6,15,0
전남,곡성군,12월,6,1,5,1,4,0
전남,구례군,01월,6,0,14,1,12,1
전남,구례군,02월,7,1,7,4,3,0
전남,구례군,03월,9,0,14,3,11,0
전남,구례군,04월,6,0,11,5,6,0
전남,구례군,05월,16,0,29,11,18,0
전남,구례군,06월,13,0,19,1,17,1
전남,구례군,07월,10,0,13,4,7,2
전남,구례군,08월,14,2,29,11,18,0
전남,구례군,09월,9,1,23,5,17,1
전남,구례군,10월,20,0,32,12,20,0
전남,구례군,11월,12,2,23,7,16,0
전남,구례군,12월,11,0,13,4,9,0
전남,고흥군,01월,20,0,37,10,27,0
전남,고흥군,02월,31,0,49,21,27,1
전남,고흥군,03월,17,3,23,5,18,0
전남,고흥군,04월,36,1,50,22,28,0
전남,고흥군,05월,34,1,56,19,36,1
전남,고흥군,06월,24,0,35,12,23,0
전남,고흥군,07월,28,1,48,20,27,1
전남,고흥군,08월,22,2,23,7,15,1
전남,고흥군,09월,29,2,47,20,25,2
전남,고흥군,10월,40,1,60,22,37,1
전남,고흥군,11월,23,1,32,17,15,0
전남,고흥군,12월,31,4,47,16,29,2
전남,보성군,01월,17,0,24,6,17,1
전남,보성군,02월,11,2,15,4,10,1
전남,보성군,03월,16,2,23,9,13,1
전남,보성군,04월,19,0,31,14,15,2
전남,보성군,05월,28,3,47,12,31,4
전남,보성군,06월,24,3,29,7,20,2
전남,보성군,07월,10,0,13,7,6,0
전남,보성군,08월,24,6,37,10,24,3
전남,보성군,09월,26,1,30,12,15,3
전남,보성군,10월,25,3,39,10,27,2
전남,보성군,11월,22,1,27,9,17,1
전남,보성군,12월,18,3,21,7,14,0
전남,화순군,01월,22,2,42,10,29,3
전남,화순군,02월,10,0,19,7,10,2
전남,화순군,03월,23,1,27,11,15,1
전남,화순군,04월,27,3,89,26,58,5
전남,화순군,05월,22,2,42,6,33,3
전남,화순군,06월,21,1,32,9,18,5
전남,화순군,07월,25,0,44,12,25,7
전남,화순군,08월,17,0,24,6,15,3
전남,화순군,09월,31,1,49,14,30,5
전남,화순군,10월,32,2,59,7,46,6
전남,화순군,11월,33,1,59,11,44,4
전남,화순군,12월,21,0,26,5,18,3
전남,장흥군,01월,18,0,24,7,17,0
전남,장흥군,02월,16,0,30,8,22,0
전남,장흥군,03월,15,3,20,9,11,0
전남,장흥군,04월,23,0,31,10,19,2
전남,장흥군,05월,25,3,42,9,29,4
전남,장흥군,06월,16,0,23,7,14,2
전남,장흥군,07월,23,0,28,7,18,3
전남,장흥군,08월,21,1,29,7,20,2
전남,장흥군,09월,26,1,38,12,24,2
전남,장흥군,10월,30,1,41,7,33,1
전남,장흥군,11월,33,2,43,14,28,1
전남,장흥군,12월,17,0,24,5,19,0
전남,강진군,01월,18,0,35,10,23,2
전남,강진군,02월,14,0,27,7,19,1
전남,강진군,03월,19,0,32,10,17,5
전남,강진군,04월,24,1,51,8,41,2
전남,강진군,05월,33,1,53,14,37,2
전남,강진군,06월,20,1,32,9,23,0
전남,강진군,07월,25,1,58,10,45,3
전남,강진군,08월,22,1,29,10,19,0
전남,강진군,09월,24,2,35,7,27,1
전남,강진군,10월,28,1,38,7,30,1
전남,강진군,11월,27,2,36,5,30,1
전남,강진군,12월,27,1,54,11,43,0
전남,해남군,01월,30,0,49,17,32,0
전남,해남군,02월,24,1,44,16,28,0
전남,해남군,03월,25,0,44,15,28,1
전남,해남군,04월,33,1,56,12,42,2
전남,해남군,05월,32,5,52,18,30,4
전남,해남군,06월,26,0,36,9,26,1
전남,해남군,07월,31,3,55,15,36,4
전남,해남군,08월,36,1,58,14,42,2
전남,해남군,09월,35,5,51,13,37,1
전남,해남군,10월,44,1,84,20,60,4
전남,해남군,11월,37,3,70,12,57,1
전남,해남군,12월,36,2,60,19,40,1
전남,영암군,01월,32,0,76,8,67,1
전남,영암군,02월,27,1,44,10,34,0
전남,영암군,03월,22,0,39,3,36,0
전남,영암군,04월,46,0,113,30,80,3
전남,영암군,05월,33,1,45,13,32,0
전남,영암군,06월,28,2,54,11,43,0
전남,영암군,07월,35,2,59,12,46,1
전남,영암군,08월,26,2,37,9,27,1
전남,영암군,09월,41,2,64,12,51,1
전남,영암군,10월,38,4,63,12,51,0
전남,영암군,11월,26,3,43,10,33,0
전남,영암군,12월,35,2,77,18,58,1
전남,무안군,01월,35,4,53,19,30,4
전남,무안군,02월,21,2,36,8,28,0
전남,무안군,03월,33,1,54,12,40,2
전남,무안군,04월,29,3,58,15,42,1
전남,무안군,05월,35,4,55,25,28,2
전남,무안군,06월,40,0,79,18,61,0
전남,무안군,07월,25,0,45,11,34,0
전남,무안군,08월,41,2,78,17,60,1
전남,무안군,09월,43,3,73,32,39,2
전남,무안군,10월,29,4,43,12,29,2
전남,무안군,11월,49,4,83,18,63,2
전남,무안군,12월,32,1,64,13,48,3
전남,함평군,01월,17,1,28,3,23,2
전남,함평군,02월,11,1,14,3,6,5
전남,함평군,03월,17,0,19,4,11,4
전남,함평군,04월,17,2,32,7,20,5
전남,함평군,05월,11,2,14,4,9,1
전남,함평군,06월,22,0,39,10,22,7
전남,함평군,07월,11,1,15,2,12,1
전남,함평군,08월,13,2,32,12,16,4
전남,함평군,09월,12,0,29,5,21,3
전남,함평군,10월,18,2,38,8,26,4
전남,함평군,11월,20,1,30,7,21,2
전남,함평군,12월,10,1,11,4,7,0
전남,영광군,01월,12,1,25,12,13,0
전남,영광군,02월,17,0,25,14,11,0
전남,영광군,03월,16,0,26,12,14,0
전남,영광군,04월,22,1,23,5,18,0
전남,영광군,05월,26,2,38,11,27,0
전남,영광군,06월,27,2,43,13,28,2
전남,영광군,07월,21,1,26,3,18,5
전남,영광군,08월,22,1,31,8,21,2
전남,영광군,09월,29,2,38,17,20,1
전남,영광군,10월,30,1,49,18,31,0
전남,영광군,11월,20,1,31,15,16,0
전남,영광군,12월,14,0,23,7,14,2
전남,장성군,01월,20,3,25,3,22,0
전남,장성군,02월,11,0,13,1,12,0
전남,장성군,03월,24,0,37,3,32,2
전남,장성군,04월,23,0,40,7,30,3
전남,장성군,05월,20,0,27,7,19,1
전남,장성군,06월,20,1,44,3,36,5
전남,장성군,07월,15,0,29,7,20,2
전남,장성군,08월,23,1,37,8,26,3
전남,장성군,09월,24,3,40,15,21,4
전남,장성군,10월,32,3,51,12,36,3
전남,장성군,11월,26,1,46,4,40,2
전남,장성군,12월,9,0,25,4,17,4
전남,완도군,01월,14,1,21,11,10,0
전남,완도군,02월,9,1,13,3,10,0
전남,완도군,03월,6,0,6,2,3,1
전남,완도군,04월,10,0,12,2,10,0
전남,완도군,05월,23,0,35,10,25,0
전남,완도군,06월,15,0,27,7,20,0
전남,완도군,07월,14,3,21,4,16,1
전남,완도군,08월,23,1,26,11,15,0
전남,완도군,09월,15,1,19,9,10,0
전남,완도군,10월,12,0,26,9,17,0
전남,완도군,11월,21,1,28,10,18,0
전남,완도군,12월,15,1,25,9,15,1
전남,진도군,01월,10,3,13,2,10,1
전남,진도군,02월,10,1,21,7,13,1
전남,진도군,03월,13,2,14,2,12,0
전남,진도군,04월,6,0,6,4,2,0
전남,진도군,05월,14,0,22,8,11,3
전남,진도군,06월,12,2,12,4,8,0
전남,진도군,07월,12,1,14,4,10,0
전남,진도군,08월,10,1,14,3,11,0
전남,진도군,09월,6,0,11,6,5,0
전남,진도군,10월,13,3,17,10,6,1
전남,진도군,11월,9,2,9,4,4,1
전남,진도군,12월,11,1,16,2,14,0
전남,신안군,01월,2,0,2,1,1,0
전남,신안군,02월,8,0,12,7,5,0
전남,신안군,03월,7,1,8,2,4,2
전남,신안군,04월,10,1,16,6,10,0
전남,신안군,05월,8,0,10,4,6,0
전남,신안군,06월,2,0,3,3,0,0
전남,신안군,07월,10,1,15,3,9,3
전남,신안군,08월,9,4,27,9,18,0
전남,신안군,09월,9,1,13,5,7,1
전남,신안군,10월,5,0,10,5,5,0
전남,신안군,11월,7,0,11,4,7,0
전남,신안군,12월,6,0,10,4,6,0
경북,포항시,01월,207,3,326,89,224,13
경북,포항시,02월,192,2,300,65,217,18
경북,포항시,03월,212,4,331,89,232,10
경북,포항시,04월,209,1,320,75,231,14
경북,포항시,05월,227,3,347,77,259,11
경북,포항시,06월,219,2,324,77,240,7
경북,포항시,07월,214,1,337,75,252,10
경북,포항시,08월,216,5,323,78,240,5
경북,포항시,09월,235,2,349,76,261,12
경북,포항시,10월,209,1,297,78,214,5
경북,포항시,11월,243,6,359,90,261,8
경북,포항시,12월,206,2,306,79,215,12
경북,경주시,01월,112,3,167,50,107,10
경북,경주시,02월,107,1,178,54,115,9
경북,경주시,03월,129,2,197,65,120,12
경북,경주시,04월,153,6,229,64,152,13
경북,경주시,05월,171,10,273,89,173,11
경북,경주시,06월,139,1,195,62,129,4
경북,경주시,07월,140,3,222,53,165,4
경북,경주시,08월,140,2,210,60,137,13
경북,경주시,09월,161,4,241,85,145,11
경북,경주시,10월,161,3,258,70,176,12
경북,경주시,11월,130,5,212,76,131,5
경북,경주시,12월,132,3,217,66,136,15
경북,김천시,01월,51,3,82,21,59,2
경북,김천시,02월,41,1,62,16,45,1
경북,김천시,03월,52,0,83,28,55,0
경북,김천시,04월,53,2,71,26,45,0
경북,김천시,05월,61,1,82,29,50,3
경북,김천시,06월,50,3,69,20,42,7
경북,김천시,07월,61,1,78,27,51,0
경북,김천시,08월,60,4,92,17,73,2
경북,김천시,09월,58,2,83,30,52,1
경북,김천시,10월,52,2,66,26,40,0
경북,김천시,11월,50,2,74,18,56,0
경북,김천시,12월,33,1,43,15,28,0
경북,안동시,01월,57,0,87,24,61,2
경북,안동시,02월,68,3,100,28,72,0
경북,안동시,03월,81,7,125,31,91,3
경북,안동시,04월,94,3,132,33,92,7
경북,안동시,05월,86,2,132,39,90,3
경북,안동시,06월,67,1,111,33,77,1
경북,안동시,07월,69,0,109,41,67,1
경북,안동시,08월,84,2,114,33,76,5
경북,안동시,09월,97,6,157,33,118,6
경북,안동시,10월,79,0,121,34,85,2
경북,안동시,11월,98,7,148,36,110,2
경북,안동시,12월,87,2,113,25,85,3
경북,구미시,01월,147,4,215,55,147,13
경북,구미시,02월,163,1,237,45,164,28
경북,구미시,03월,189,2,272,69,180,23
경북,구미시,04월,172,2,274,56,189,29
경북,구미시,05월,186,4,261,62,166,33
경북,구미시,06월,186,6,272,66,178,28
경북,구미시,07월,165,1,278,56,197,25
경북,구미시,08월,176,2,250,61,160,29
경북,구미시,09월,188,4,257,76,143,38
경북,구미시,10월,162,5,228,58,150,20
경북,구미시,11월,187,4,282,77,160,45
경북,구미시,12월,160,1,232,63,143,26
경북,영주시,01월,37,0,70,12,57,1
경북,영주시,02월,31,0,46,12,34,0
경북,영주시,03월,36,1,43,13,27,3
경북,영주시,04월,55,1,86,28,55,3
경북,영주시,05월,45,2,56,15,36,5
경북,영주시,06월,62,1,81,18,56,7
경북,영주시,07월,52,1,74,29,41,4
경북,영주시,08월,49,0,75,13,54,8
경북,영주시,09월,59,2,75,25,48,2
경북,영주시,10월,70,1,110,23,81,6
경북,영주시,11월,41,1,61,21,38,2
경북,영주시,12월,46,1,62,21,38,3
경북,영천시,01월,46,3,83,15,63,5
경북,영천시,02월,41,1,62,15,45,2
경북,영천시,03월,48,1,80,13,65,2
경북,영천시,04월,64,0,113,35,77,1
경북,영천시,05월,53,1,87,18,63,6
경북,영천시,06월,50,4,84,32,51,1
경북,영천시,07월,48,3,81,23,58,0
경북,영천시,08월,55,0,98,18,79,1
경북,영천시,09월,52,2,88,21,64,3
경북,영천시,10월,57,1,98,22,75,1
경북,영천시,11월,58,3,92,22,69,1
경북,영천시,12월,56,5,71,21,50,0
경북,문경시,01월,24,1,41,12,27,2
경북,문경시,02월,34,0,45,11,32,2
경북,문경시,03월,46,1,77,20,54,3
경북,문경시,04월,28,1,40,14,25,1
경북,문경시,05월,39,1,67,18,48,1
경북,문경시,06월,31,0,44,17,23,4
경북,문경시,07월,27,1,32,12,20,0
경북,문경시,08월,46,0,77,25,47,5
경북,문경시,09월,31,3,48,16,31,1
경북,문경시,10월,44,2,63,13,43,7
경북,문경시,11월,36,2,57,20,32,5
경북,문경시,12월,24,1,31,17,13,1
경북,상주시,01월,35,2,61,12,47,2
경북,상주시,02월,30,2,32,19,13,0
경북,상주시,03월,45,5,54,26,28,0
경북,상주시,04월,48,2,58,21,37,0
경북,상주시,05월,39,2,48,19,26,3
경북,상주시,06월,46,5,49,17,31,1
경북,상주시,07월,38,2,55,16,35,4
경북,상주시,08월,62,1,95,32,62,1
경북,상주시,09월,55,3,74,30,40,4
경북,상주시,10월,61,6,84,32,52,0
경북,상주시,11월,52,3,67,29,38,0
경북,상주시,12월,43,3,58,19,39,0
경북,군위군,01월,4,0,7,1,6,0
경북,군위군,02월,7,0,19,8,11,0
경북,군위군,03월,12,2,22,4,16,2
경북,군위군,04월,12,0,17,4,13,0
경북,군위군,05월,9,1,12,8,3,1
경북,군위군,06월,10,3,13,8,5,0
경북,군위군,07월,9,2,14,3,11,0
경북,군위군,08월,9,2,7,5,2,0
경북,군위군,09월,11,0,12,5,7,0
경북,군위군,10월,3,0,4,1,3,0
경북,군위군,11월,13,1,19,6,13,0
경북,군위군,12월,4,1,6,3,3,0
경북,의성군,01월,17,2,35,14,21,0
경북,의성군,02월,20,2,26,15,10,1
경북,의성군,03월,17,1,21,13,8,0
경북,의성군,04월,23,0,41,28,13,0
경북,의성군,05월,33,0,40,19,20,1
경북,의성군,06월,22,2,33,18,14,1
경북,의성군,07월,21,4,20,10,9,1
경북,의성군,08월,20,1,26,10,15,1
경북,의성군,09월,17,1,20,8,12,0
경북,의성군,10월,27,2,38,13,24,1
경북,의성군,11월,19,1,21,12,9,0
경북,의성군,12월,10,0,14,11,3,0
경북,청송군,01월,8,1,11,7,4,0
경북,청송군,02월,7,1,7,4,3,0
경북,청송군,03월,3,1,4,0,4,0
경북,청송군,04월,7,0,7,3,4,0
경북,청송군,05월,7,0,12,4,8,0
경북,청송군,06월,10,1,17,10,7,0
경북,청송군,07월,6,0,10,4,4,2
경북,청송군,08월,5,0,14,4,10,0
경북,청송군,09월,9,0,21,10,9,2
경북,청송군,10월,10,1,18,8,10,0
경북,청송군,11월,12,1,27,5,22,0
경북,청송군,12월,3,0,4,2,1,1
경북,영양군,01월,4,0,8,2,6,0
경북,영양군,02월,4,0,5,0,4,1
경북,영양군,03월,8,1,9,4,5,0
경북,영양군,04월,4,0,5,4,1,0
경북,영양군,05월,7,0,8,4,4,0
경북,영양군,06월,3,0,3,3,0,0
경북,영양군,07월,4,1,4,1,3,0
경북,영양군,08월,9,0,19,4,15,0
경북,영양군,09월,6,0,11,7,4,0
경북,영양군,10월,5,0,14,4,10,0
경북,영양군,11월,9,1,16,6,10,0
경북,영양군,12월,16,0,25,10,15,0
경북,영덕군,01월,20,0,26,9,16,1
경북,영덕군,02월,20,0,39,9,29,1
경북,영덕군,03월,19,1,27,8,19,0
경북,영덕군,04월,21,0,28,8,19,1
경북,영덕군,05월,28,2,42,16,22,4
경북,영덕군,06월,26,1,46,11,35,0
경북,영덕군,07월,24,1,52,16,36,0
경북,영덕군,08월,25,0,36,14,21,1
경북,영덕군,09월,28,0,35,15,17,3
경북,영덕군,10월,22,1,39,11,27,1
경북,영덕군,11월,31,0,51,13,36,2
경북,영덕군,12월,23,5,43,12,30,1
경북,청도군,01월,10,0,17,3,13,1
경북,청도군,02월,14,0,20,5,15,0
경북,청도군,03월,14,0,26,12,13,1
경북,청도군,04월,19,2,34,16,16,2
경북,청도군,05월,31,2,53,21,32,0
경북,청도군,06월,22,5,28,13,15,0
경북,청도군,07월,20,1,28,10,18,0
경북,청도군,08월,19,3,36,10,23,3
경북,청도군,09월,29,3,38,9,24,5
경북,청도군,10월,19,0,30,12,18,0
경북,청도군,11월,21,1,29,10,19,0
경북,청도군,12월,19,1,37,14,21,2
경북,고령군,01월,13,0,18,5,12,1
경북,고령군,02월,14,0,17,6,11,0
경북,고령군,03월,12,1,13,4,9,0
경북,고령군,04월,16,0,23,7,13,3
경북,고령군,05월,17,0,33,7,25,1
경북,고령군,06월,13,0,19,7,12,0
경북,고령군,07월,17,1,22,7,15,0
경북,고령군,08월,15,1,26,4,22,0
경북,고령군,09월,26,1,40,19,21,0
경북,고령군,10월,17,0,31,10,21,0
경북,고령군,11월,15,0,25,8,16,1
경북,고령군,12월,10,1,12,5,7,0
경북,성주군,01월,10,1,13,2,11,0
경북,성주군,02월,17,1,19,7,11,1
경북,성주군,03월,14,1,19,10,9,0
경북,성주군,04월,18,1,23,10,13,0
경북,성주군,05월,25,2,29,9,20,0
경북,성주군,06월,20,0,32,13,19,0
경북,성주군,07월,33,0,50,21,29,0
경북,성주군,08월,24,2,30,8,22,0
경북,성주군,09월,30,2,44,16,28,0
경북,성주군,10월,28,2,34,13,21,0
경북,성주군,11월,22,1,27,8,19,0
경북,성주군,12월,18,2,34,13,21,0
경북,칠곡군,01월,44,1,75,12,48,15
경북,칠곡군,02월,32,3,53,13,34,6
경북,칠곡군,03월,63,0,97,28,53,16
경북,칠곡군,04월,64,3,90,20,61,9
경북,칠곡군,05월,60,3,90,15,59,16
경북,칠곡군,06월,64,0,100,26,60,14
경북,칠곡군,07월,67,1,104,16,68,20
경북,칠곡군,08월,68,2,98,19,56,23
경북,칠곡군,09월,66,2,96,22,56,18
경북,칠곡군,10월,78,1,128,32,76,20
경북,칠곡군,11월,67,2,122,34,72,16
경북,칠곡군,12월,63,0,107,17,64,26
경북,예천군,01월,13,0,17,16,1,0
경북,예천군,02월,10,0,12,6,6,0
경북,예천군,03월,17,1,23,18,5,0
경북,예천군,04월,11,1,16,8,8,0
경북,예천군,05월,11,1,15,14,1,0
경북,예천군,06월,9,0,16,12,4,0
경북,예천군,07월,20,3,29,13,15,1
경북,예천군,08월,13,0,21,15,6,0
경북,예천군,09월,14,0,23,9,14,0
경북,예천군,10월,24,3,23,13,9,1
경북,예천군,11월,15,1,17,8,9,0
경북,예천군,12월,13,1,19,12,7,0
경북,봉화군,01월,5,0,6,0,6,0
경북,봉화군,02월,5,0,11,5,5,1
경북,봉화군,03월,7,1,11,5,4,2
경북,봉화군,04월,10,1,13,8,5,0
경북,봉화군,05월,8,1,10,6,4,0
경북,봉화군,06월,13,1,17,7,10,0
경북,봉화군,07월,14,0,31,6,25,0
경북,봉화군,08월,11,1,19,3,16,0
경북,봉화군,09월,12,1,22,13,9,0
경북,봉화군,10월,14,1,32,12,19,1
경북,봉화군,11월,17,0,29,6,22,1
경북,봉화군,12월,6,1,7,2,5,0
경북,울진군,01월,20,3,23,10,12,1
경북,울진군,02월,13,0,20,8,10,2
경북,울진군,03월,15,1,19,3,16,0
경북,울진군,04월,9,1,11,3,6,2
경북,울진군,05월,15,2,17,13,0,4
경북,울진군,06월,13,0,17,9,7,1
경북,울진군,07월,15,1,17,9,5,3
경북,울진군,08월,21,0,24,14,5,5
경북,울진군,09월,14,2,17,9,6,2
경북,울진군,10월,12,0,19,7,7,5
경북,울진군,11월,13,1,13,9,3,1
경북,울진군,12월,12,1,16,6,8,2
경북,울릉군,04월,2,0,2,1,1,0
경북,울릉군,05월,1,0,1,0,1,0
경북,울릉군,06월,4,0,11,2,9,0
경북,울릉군,07월,4,0,12,4,8,0
경북,울릉군,08월,2,0,9,4,5,0
경북,울릉군,10월,2,0,5,1,4,0
경북,울릉군,12월,2,1,2,0,2,0
경북,경산시,01월,71,3,115,36,75,4
경북,경산시,02월,91,2,129,38,88,3
경북,경산시,03월,99,2,136,39,95,2
경북,경산시,04월,94,2,137,42,89,6
경북,경산시,05월,85,3,107,47,56,4
경북,경산시,06월,87,5,102,40,58,4
경북,경산시,07월,88,3,138,37,96,5
경북,경산시,08월,84,4,112,39,68,5
경북,경산시,09월,97,3,108,45,60,3
경북,경산시,10월,102,6,126,46,79,1
경북,경산시,11월,87,4,104,33,69,2
경북,경산시,12월,102,2,157,46,108,3
경남,진주시,01월,55,6,66,29,35,2
경남,진주시,02월,57,0,82,41,41,0
경남,진주시,03월,84,3,107,58,46,3
경남,진주시,04월,55,1,71,35,34,2
경남,진주시,05월,56,3,90,52,36,2
경남,진주시,06월,57,2,69,33,36,0
경남,진주시,07월,48,1,63,35,28,0
경남,진주시,08월,72,3,93,50,41,2
경남,진주시,09월,61,2,68,35,31,2
경남,진주시,10월,61,5,85,32,50,3
경남,진주시,11월,85,4,95,47,47,1
경남,진주시,12월,64,3,83,44,37,2
경남,통영시,01월,51,1,79,20,56,3
경남,통영시,02월,40,0,58,15,43,0
경남,통영시,03월,61,1,89,24,60,5
경남,통영시,04월,61,2,83,27,55,1
경남,통영시,05월,56,1,79,20,58,1
경남,통영시,06월,56,1,78,21,53,4
경남,통영시,07월,69,2,98,30,64,4
경남,통영시,08월,65,1,107,29,74,4
경남,통영시,09월,60,2,91,23,59,9
경남,통영시,10월,62,0,87,24,57,6
경남,통영시,11월,61,1,85,25,55,5
경남,통영시,12월,50,0,64,12,50,2
경남,김해시,01월,162,6,244,80,151,13
경남,김해시,02월,168,3,226,86,137,3
경남,김해시,03월,183,5,283,97,179,7
경남,김해시,04월,211,3,310,112,187,11
경남,김해시,05월,194,3,284,84,190,10
경남,김해시,06월,189,2,262,89,162,11
경남,김해시,07월,189,3,278,93,165,20
경남,김해시,08월,192,2,320,117,192,11
경남,김해시,09월,194,1,304,95,201,8
경남,김해시,10월,165,5,252,97,146,9
경남,김해시,11월,174,1,260,102,149,9
경남,김해시,12월,169,1,240,80,149,11
경남,밀양시,01월,24,0,32,9,21,2
경남,밀양시,02월,26,3,27,16,11,0
경남,밀양시,03월,34,2,40,17,23,0
경남,밀양시,04월,30,1,50,23,26,1
경남,밀양시,05월,40,1,54,27,26,1
경남,밀양시,06월,37,3,56,13,41,2
경남,밀양시,07월,37,4,49,19,30,0
경남,밀양시,08월,35,2,50,27,21,2
경남,밀양시,09월,30,3,43,17,22,4
경남,밀양시,10월,38,3,53,24,29,0
경남,밀양시,11월,36,0,49,22,24,3
경남,밀양시,12월,34,2,41,13,27,1
경남,거제시,01월,97,4,138,51,86,1
경남,거제시,02월,65,1,86,28,58,0
경남,거제시,03월,91,2,126,48,75,3
경남,거제시,04월,76,0,109,33,74,2
경남,거제시,05월,89,2,117,37,76,4
경남,거제시,06월,74,0,93,38,52,3
경남,거제시,07월,96,1,134,40,91,3
경남,거제시,08월,81,2,132,37,93,2
경남,거제시,09월,92,1,128,54,73,1
경남,거제시,10월,99,3,157,43,111,3
경남,거제시,11월,85,2,119,54,63,2
경남,거제시,12월,65,3,84,29,52,3
경남,의령군,01월,10,0,21,9,12,0
경남,의령군,02월,1,0,2,0,2,0
경남,의령군,03월,20,0,34,12,21,1
경남,의령군,04월,15,1,20,8,12,0
경남,의령군,05월,9,2,11,7,4,0
경남,의령군,06월,14,0,21,8,12,1
경남,의령군,07월,15,0,22,15,6,1
경남,의령군,08월,11,0,14,5,8,1
경남,의령군,09월,13,0,16,10,6,0
경남,의령군,10월,7,1,8,7,1,0
경남,의령군,11월,8,0,11,5,3,3
경남,의령군,12월,9,1,14,10,4,0
경남,함안군,01월,20,0,31,11,19,1
경남,함안군,02월,22,5,29,8,20,1
경남,함안군,03월,18,0,24,8,14,2
경남,함안군,04월,19,2,19,10,9,0
경남,함안군,05월,26,1,40,23,17,0
경남,함안군,06월,27,2,39,19,20,0
경남,함안군,07월,25,1,38,13,25,0
경남,함안군,08월,22,0,47,11,34,2
경남,함안군,09월,25,1,34,12,21,1
경남,함안군,10월,22,0,46,13,30,3
경남,함안군,11월,27,1,38,15,22,1
경남,함안군,12월,25,4,27,13,14,0
경남,창녕군,01월,30,0,44,18,24,2
경남,창녕군,02월,24,2,33,13,17,3
경남,창녕군,03월,23,0,36,17,17,2
경남,창녕군,04월,33,0,49,16,27,6
경남,창녕군,05월,36,0,50,19,26,5
경남,창녕군,06월,31,0,55,15,38,2
경남,창녕군,07월,34,4,42,18,21,3
경남,창녕군,08월,36,3,56,20,32,4
경남,창녕군,09월,26,4,25,12,10,3
경남,창녕군,10월,31,2,43,19,23,1
경남,창녕군,11월,40,3,44,22,22,0
경남,창녕군,12월,33,1,50,19,26,5
경남,양산시,01월,83,3,116,39,65,12
경남,양산시,02월,72,1,100,26,58,16
경남,양산시,03월,90,1,138,32,89,17
경남,양산시,04월,103,3,138,45,77,16
경남,양산시,05월,85,0,134,31,68,35
