시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
경남,양산시,06월,86,2,114,30,75,9
경남,양산시,07월,81,3,113,35,69,9
경남,양산시,08월,69,1,97,35,57,5
경남,양산시,09월,82,0,128,30,85,13
경남,양산시,10월,101,0,148,44,88,16
경남,양산시,11월,96,3,145,36,88,21
경남,양산시,12월,94,1,117,36,65,16
경남,고성군,01월,17,0,24,9,15,0
경남,고성군,02월,13,0,18,14,4,0
경남,고성군,03월,24,1,43,17,24,2
경남,고성군,04월,17,1,25,11,14,0
경남,고성군,05월,23,1,32,15,17,0
경남,고성군,06월,17,2,23,12,11,0
경남,고성군,07월,21,1,30,11,18,1
경남,고성군,08월,13,0,24,13,11,0
경남,고성군,09월,22,1,27,14,13,0
경남,고성군,10월,12,0,26,11,15,0
경남,고성군,11월,39,2,51,24,27,0
경남,고성군,12월,24,0,41,18,23,0
경남,사천시,01월,58,0,97,36,55,6
경남,사천시,02월,44,1,61,19,33,9
경남,사천시,03월,65,0,102,46,50,6
경남,사천시,04월,63,3,100,42,48,10
경남,사천시,05월,57,1,104,37,48,19
경남,사천시,06월,65,1,99,39,48,12
경남,사천시,07월,53,1,95,31,52,12
경남,사천시,08월,45,1,73,27,37,9
경남,사천시,09월,55,1,79,30,36,13
경남,사천시,10월,68,2,125,44,67,14
경남,사천시,11월,50,0,74,26,41,7
경남,사천시,12월,40,4,59,20,33,6
경남,남해군,01월,18,2,24,12,10,2
경남,남해군,02월,12,0,20,9,10,1
경남,남해군,03월,18,0,28,13,14,1
경남,남해군,04월,18,0,33,24,9,0
경남,남해군,05월,28,0,45,28,14,3
경남,남해군,06월,10,0,11,7,3,1
경남,남해군,07월,12,0,17,9,7,1
경남,남해군,08월,15,0,22,17,5,0
경남,남해군,09월,17,0,28,18,4,6
경남,남해군,10월,17,0,20,8,11,1
경남,남해군,11월,10,1,15,8,6,1
경남,남해군,12월,13,0,17,12,4,1
경남,하동군,01월,11,2,16,3,13,0
경남,하동군,02월,3,0,3,1,2,0
경남,하동군,03월,17,1,21,10,11,0
경남,하동군,04월,21,2,23,11,10,2
경남,하동군,05월,15,1,24,9,15,0
경남,하동군,06월,16,0,20,10,8,2
경남,하동군,07월,7,1,6,4,2,0
경남,하동군,08월,15,1,25,7,17,1
경남,하동군,09월,19,3,30,18,10,2
경남,하동군,10월,15,1,19,6,11,2
경남,하동군,11월,23,2,33,17,16,0
경남,하동군,12월,4,1,5,0,4,1
경남,산청군,01월,14,1,26,8,11,7
경남,산청군,02월,12,0,23,11,10,2
경남,산청군,03월,14,0,20,14,6,0
경남,산청군,04월,12,0,18,6,9,3
경남,산청군,05월,13,0,25,13,10,2
경남,산청군,06월,11,0,32,13,17,2
경남,산청군,07월,12,1,21,12,5,4
경남,산청군,08월,24,0,50,20,21,9
경남,산청군,09월,15,0,20,12,6,2
경남,산청군,10월,12,1,22,7,14,1
경남,산청군,11월,15,2,25,7,17,1
경남,산청군,12월,10,0,15,2,9,4
경남,함양군,01월,14,0,19,7,8,4
경남,함양군,02월,8,0,14,7,6,1
경남,함양군,03월,15,0,26,8,14,4
경남,함양군,04월,12,1,16,8,7,1
경남,함양군,05월,19,1,22,6,11,5
경남,함양군,06월,13,1,18,6,11,1
경남,함양군,07월,28,2,56,25,22,9
경남,함양군,08월,16,1,16,6,6,4
경남,함양군,09월,23,0,36,12,19,5
경남,함양군,10월,14,1,22,4,14,4
경남,함양군,11월,9,0,13,7,6,0
경남,함양군,12월,9,0,19,5,13,1
경남,거창군,01월,19,0,23,15,8,0
경남,거창군,02월,14,0,14,6,5,3
경남,거창군,03월,18,1,22,12,10,0
경남,거창군,04월,14,2,20,16,3,1
경남,거창군,05월,19,1,20,8,10,2
경남,거창군,06월,21,2,35,15,19,1
경남,거창군,07월,20,0,29,17,11,1
경남,거창군,08월,28,2,42,19,21,2
경남,거창군,09월,28,2,36,13,22,1
경남,거창군,10월,28,2,38,17,20,1
경남,거창군,11월,29,2,45,21,23,1
경남,거창군,12월,18,1,21,15,5,1
경남,합천군,01월,14,1,21,8,12,1
경남,합천군,02월,9,1,12,5,6,1
경남,합천군,03월,9,0,13,10,3,0
경남,합천군,04월,13,1,16,7,7,2
경남,합천군,05월,17,2,21,9,11,1
경남,합천군,06월,13,2,13,6,4,3
경남,합천군,07월,14,1,14,5,8,1
경남,합천군,08월,21,0,32,11,17,4
경남,합천군,09월,19,1,20,14,6,0
경남,합천군,10월,23,1,27,10,13,4
경남,합천군,11월,23,2,23,11,11,1
경남,합천군,12월,16,0,25,8,15,2
경남,창원시(통합),01월,213,4,301,91,201,9
경남,창원시(통합),02월,201,10,263,78,175,10
경남,창원시(통합),03월,232,7,334,98,233,3
경남,창원시(통합),04월,249,3,360,121,230,9
경남,창원시(통합),05월,224,5,313,94,210,9
경남,창원시(통합),06월,240,4,315,119,183,13
경남,창원시(통합),07월,218,5,308,102,200,6
경남,창원시(통합),08월,225,10,321,103,211,7
경남,창원시(통합),09월,265,3,362,114,240,8
경남,창원시(통합),10월,246,8,338,110,215,13
경남,창원시(통합),11월,250,8,352,129,209,14
경남,창원시(통합),12월,252,5,357,132,214,11
제주,제주시,01월,250,9,352,65,244,43
제주,제주시,02월,234,8,334,80,234,20
제주,제주시,03월,215,1,285,76,174,35
제주,제주시,04월,269,1,377,79,250,48
제주,제주시,05월,239,4,340,74,236,30
제주,제주시,06월,264,4,437,89,298,50
제주,제주시,07월,291,3,432,93,283,56
제주,제주시,08월,270,6,408,88,254,66
제주,제주시,09월,276,2,433,98,261,74
제주,제주시,10월,215,4,349,76,238,35
제주,제주시,11월,269,2,412,84,287,41
제주,제주시,12월,239,5,370,68,259,43
제주,서귀포시,01월,116,2,185,48,124,13
제주,서귀포시,02월,98,3,171,42,119,10
제주,서귀포시,03월,107,2,172,54,99,19
제주,서귀포시,04월,111,3,179,53,114,12
제주,서귀포시,05월,85,1,115,48,63,4
제주,서귀포시,06월,100,4,134,35,90,9
제주,서귀포시,07월,123,4,190,39,132,19
제주,서귀포시,08월,119,1,187,38,127,22
제주,서귀포시,09월,141,4,227,42,154,31
제주,서귀포시,10월,116,2,181,51,116,14
제주,서귀포시,11월,123,3,177,49,102,26
제주,서귀포시,12월,108,2,155,39,88,28
대구,중구,01월,65,0,107,23,70,14
대구,중구,02월,91,0,133,23,96,14
대구,중구,03월,83,0,134,28,91,15
대구,중구,04월,80,1,105,31,63,11
대구,중구,05월,63,1,80,20,47,13
대구,중구,06월,96,0,144,23,97,24
대구,중구,07월,67,0,108,25,65,18
대구,중구,08월,88,1,113,20,70,23
대구,중구,09월,101,1,126,30,83,13
대구,중구,10월,90,0,123,30,77,16
대구,중구,11월,90,2,129,21,94,14
대구,중구,12월,93,0,133,27,94,12
대구,동구,01월,108,1,158,46,102,10
대구,동구,02월,125,3,186,48,114,24
대구,동구,03월,126,0,182,54,120,8
대구,동구,04월,124,3,180,35,137,8
대구,동구,05월,119,3,151,48,96,7
대구,동구,06월,130,2,177,42,121,14
대구,동구,07월,142,1,214,54,146,14
대구,동구,08월,146,2,206,52,142,12
대구,동구,09월,167,4,262,66,171,25
대구,동구,10월,156,1,232,61,150,21
대구,동구,11월,152,0,237,52,169,16
대구,동구,12월,128,2,192,40,143,9
대구,서구,01월,104,2,153,34,103,16
대구,서구,02월,103,1,140,30,92,18
대구,서구,03월,108,0,163,30,118,15
대구,서구,04월,92,0,121,39,77,5
대구,서구,05월,112,2,156,39,102,15
대구,서구,06월,98,2,123,39,70,14
대구,서구,07월,109,1,160,41,102,17
대구,서구,08월,109,1,164,42,109,13
대구,서구,09월,111,3,136,38,90,8
대구,서구,10월,134,0,209,53,142,14
대구,서구,11월,108,0,172,35,117,20
대구,서구,12월,114,2,170,33,124,13
대구,남구,01월,69,2,100,24,70,6
대구,남구,02월,62,0,99,24,71,4
대구,남구,03월,67,0,92,23,57,12
대구,남구,04월,71,0,88,25,57,6
대구,남구,05월,84,1,116,19,90,7
대구,남구,06월,60,0,85,19,59,7
대구,남구,07월,71,2,100,24,67,9
대구,남구,08월,70,0,103,29,67,7
대구,남구,09월,68,2,102,24,72,6
대구,남구,10월,64,1,84,25,51,8
대구,남구,11월,76,0,121,25,88,8
대구,남구,12월,78,2,113,31,76,6
대구,북구,01월,152,2,214,65,136,13
대구,북구,02월,165,0,235,59,166,10
대구,북구,03월,192,2,282,68,181,33
대구,북구,04월,172,1,260,64,169,27
대구,북구,05월,195,1,264,76,176,12
대구,북구,06월,197,3,277,66,180,31
대구,북구,07월,180,3,254,56,177,21
대구,북구,08월,195,4,284,77,182,25
대구,북구,09월,202,1,286,78,186,22
대구,북구,10월,191,4,271,73,173,25
대구,북구,11월,205,2,285,70,193,22
대구,북구,12월,169,2,228,66,147,15
대구,수성구,01월,133,2,186,53,114,19
대구,수성구,02월,152,1,207,45,140,22
대구,수성구,03월,163,1,216,60,131,25
대구,수성구,04월,156,1,227,56,146,25
대구,수성구,05월,173,3,228,57,147,24
대구,수성구,06월,176,1,253,65,159,29
대구,수성구,07월,176,3,252,77,155,20
대구,수성구,08월,169,0,241,44,175,22
대구,수성구,09월,168,3,249,69,161,19
대구,수성구,10월,164,3,232,61,150,21
대구,수성구,11월,177,2,265,68,170,27
대구,수성구,12월,180,1,287,56,197,34
대구,달서구,01월,238,0,340,75,248,17
대구,달서구,02월,210,1,289,64,193,32
대구,달서구,03월,241,2,332,79,238,15
대구,달서구,04월,265,1,367,61,268,38
대구,달서구,05월,257,3,366,81,257,28
대구,달서구,06월,271,3,383,85,270,28
대구,달서구,07월,262,1,373,70,276,27
대구,달서구,08월,247,0,427,77,332,18
대구,달서구,09월,277,1,389,79,274,36
대구,달서구,10월,284,2,421,81,307,33
대구,달서구,11월,266,3,371,77,274,20
대구,달서구,12월,305,3,431,77,332,22
대구,달성군,01월,64,1,92,36,54,2
대구,달성군,02월,74,0,117,28,81,8
대구,달성군,03월,69,1,90,24,58,8
대구,달성군,04월,72,2,108,31,75,2
대구,달성군,05월,80,2,121,44,73,4
대구,달성군,06월,89,3,129,47,70,12
대구,달성군,07월,69,2,84,16,67,1
대구,달성군,08월,56,3,70,26,37,7
대구,달성군,09월,80,3,104,34,67,3
대구,달성군,10월,80,6,112,25,82,5
대구,달성군,11월,72,2,87,23,58,6
대구,달성군,12월,68,5,85,16,64,5
인천,중구,01월,48,0,85,15,62,8
인천,중구,02월,27,1,41,12,27,2
인천,중구,03월,28,1,45,11,34,0
인천,중구,04월,34,1,50,11,35,4
인천,중구,05월,29,1,39,8,28,3
인천,중구,06월,40,1,74,15,56,3
인천,중구,07월,37,0,63,21,39,3
인천,중구,08월,38,2,54,20,30,4
인천,중구,09월,37,1,54,13,36,5
인천,중구,10월,38,0,58,16,40,2
인천,중구,11월,33,0,57,17,39,1
인천,중구,12월,33,0,67,17,43,7
인천,동구,01월,11,0,17,2,14,1
인천,동구,02월,12,0,15,6,9,0
인천,동구,03월,15,0,23,6,16,1
인천,동구,04월,13,0,19,8,10,1
인천,동구,05월,6,0,8,5,2,1
인천,동구,06월,7,0,9,3,5,1
인천,동구,07월,5,0,9,0,8,1
인천,동구,08월,9,1,19,6,13,0
인천,동구,09월,14,0,16,3,12,1
인천,동구,10월,12,0,24,3,16,5
인천,동구,11월,16,0,22,8,14,0
인천,동구,12월,13,0,18,7,11,0
인천,남구,01월,96,0,140,40,95,5
인천,남구,02월,95,1,140,40,93,7
인천,남구,03월,95,1,138,28,98,12
인천,남구,04월,104,0,144,36,97,11
인천,남구,05월,97,2,139,22,105,12
인천,남구,06월,84,1,123,18,97,8
인천,남구,07월,82,1,126,25,93,8
인천,남구,08월,87,2,135,24,105,6
인천,남구,09월,91,0,131,32,88,11
인천,남구,10월,68,1,113,17,80,16
인천,남구,11월,97,2,122,20,89,13
인천,남구,12월,98,4,140,29,104,7
인천,부평구,01월,109,1,160,39,118,3
인천,부평구,02월,115,1,160,40,115,5
인천,부평구,03월,78,0,103,25,77,1
인천,부평구,04월,114,0,146,32,104,10
인천,부평구,05월,99,1,147,42,101,4
인천,부평구,06월,105,1,131,40,83,8
인천,부평구,07월,136,1,189,53,129,7
인천,부평구,08월,109,1,157,44,111,2
인천,부평구,09월,103,2,147,32,113,2
인천,부평구,10월,100,3,134,35,94,5
인천,부평구,11월,100,0,137,43,92,2
인천,부평구,12월,108,1,157,36,117,4
인천,남동구,01월,135,3,211,51,158,2
인천,남동구,02월,114,1,173,46,119,8
인천,남동구,03월,148,1,206,39,158,9
인천,남동구,04월,143,2,213,48,158,7
인천,남동구,05월,132,1,213,51,157,5
인천,남동구,06월,119,0,186,44,136,6
인천,남동구,07월,139,2,216,43,162,11
인천,남동구,08월,116,5,155,37,112,6
인천,남동구,09월,163,1,255,66,187,2
인천,남동구,10월,142,1,223,43,173,7
인천,남동구,11월,154,3,235,47,176,12
인천,남동구,12월,136,1,214,45,157,12
인천,서구,01월,130,4,212,47,159,6
인천,서구,02월,121,3,171,43,122,6
인천,서구,03월,120,1,193,44,134,15
인천,서구,04월,125,0,179,50,120,9
인천,서구,05월,136,1,179,38,131,10
인천,서구,06월,122,1,165,32,123,10
인천,서구,07월,138,0,181,43,124,14
인천,서구,08월,146,3,208,49,154,5
인천,서구,09월,107,1,161,38,113,10
인천,서구,10월,115,3,161,41,112,8
인천,서구,11월,110,3,150,30,114,6
인천,서구,12월,136,1,199,61,137,1
인천,연수구,01월,43,0,73,29,42,2
인천,연수구,02월,43,0,67,23,39,5
인천,연수구,03월,53,1,69,23,45,1
인천,연수구,04월,52,0,70,22,45,3
인천,연수구,05월,57,0,83,24,54,5
인천,연수구,06월,50,0,89,21,64,4
인천,연수구,07월,36,0,56,24,26,6
인천,연수구,08월,64,1,84,28,55,1
인천,연수구,09월,51,1,76,25,47,4
인천,연수구,10월,35,0,52,19,33,0
인천,연수구,11월,55,1,75,26,48,1
인천,연수구,12월,53,0,74,23,49,2
인천,계양구,01월,76,1,112,35,74,3
인천,계양구,02월,41,0,57,14,41,2
인천,계양구,03월,73,2,108,30,67,11
인천,계양구,04월,56,0,76,19,56,1
인천,계양구,05월,69,0,92,29,60,3
인천,계양구,06월,74,2,96,33,58,5
인천,계양구,07월,79,1,104,20,82,2
인천,계양구,08월,74,0,90,26,60,4
인천,계양구,09월,68,0,105,34,67,4
인천,계양구,10월,69,1,84,21,60,3
인천,계양구,11월,60,0,78,26,49,3
인천,계양구,12월,68,0,90,25,60,5
인천,강화군,01월,7,0,9,3,6,0
인천,강화군,02월,15,1,19,7,12,0
인천,강화군,03월,17,2,27,15,11,1
인천,강화군,04월,24,1,33,12,21,0
인천,강화군,05월,16,1,30,10,19,1
인천,강화군,06월,19,1,30,7,23,0
인천,강화군,07월,23,0,40,14,26,0
인천,강화군,08월,10,0,11,5,6,0
인천,강화군,09월,25,2,33,14,18,1
인천,강화군,10월,23,2,31,13,18,0
인천,강화군,11월,16,1,26,12,13,1
인천,강화군,12월,15,0,26,9,17,0
인천,옹진군,02월,3,0,6,2,4,0
인천,옹진군,03월,2,0,2,1,1,0
인천,옹진군,04월,4,0,12,5,5,2
인천,옹진군,05월,2,0,2,2,0,0
인천,옹진군,06월,7,0,13,2,11,0
인천,옹진군,07월,6,3,15,1,13,1
인천,옹진군,08월,4,1,3,1,2,0
인천,옹진군,09월,3,1,2,1,1,0
인천,옹진군,10월,4,0,17,2,4,11
인천,옹진군,12월,3,0,6,0,6,0
광주,동구,01월,50,0,71,12,58,1
광주,동구,02월,36,1,64,12,51,1
광주,동구,03월,52,0,91,12,78,1
광주,동구,04월,48,1,63,14,49,0
광주,동구,05월,55,2,87,17,65,5
광주,동구,06월,51,2,72,14,56,2
광주,동구,07월,34,0,57,8,47,2
광주,동구,08월,31,0,42,9,32,1
광주,동구,09월,52,1,85,16,67,2
광주,동구,10월,65,3,118,28,88,2
광주,동구,11월,54,0,86,10,73,3
광주,동구,12월,45,2,73,14,58,1
광주,서구,01월,174,3,292,34,251,7
광주,서구,02월,149,1,234,36,190,8
광주,서구,03월,177,0,274,34,231,9
광주,서구,04월,148,2,247,24,218,5
광주,서구,05월,151,0,227,35,187,5
광주,서구,06월,144,3,197,23,166,8
광주,서구,07월,142,1,218,33,180,5
광주,서구,08월,150,3,230,25,198,7
광주,서구,09월,185,1,306,31,265,10
광주,서구,10월,141,3,225,31,190,4
광주,서구,11월,180,6,275,30,241,4
광주,서구,12월,171,2,280,28,243,9
광주,북구,01월,151,3,286,37,243,6
광주,북구,02월,176,5,287,24,254,9
광주,북구,03월,199,1,340,40,296,4
광주,북구,04월,189,7,291,30,256,5
광주,북구,05월,198,6,284,37,228,19
광주,북구,06월,176,2,280,36,238,6
광주,북구,07월,179,3,281,35,235,11
광주,북구,08월,217,1,329,44,273,12
광주,북구,09월,186,1,294,43,238,13
광주,북구,10월,199,4,320,44,272,4
광주,북구,11월,189,0,306,30,271,5
광주,북구,12월,190,1,299,28,265,6
광주,광산구,01월,146,3,213,30,183,0
광주,광산구,02월,136,3,224,32,186,6
광주,광산구,03월,178,9,281,45,233,3
광주,광산구,04월,159,4,247,26,215,6
광주,광산구,05월,162,2,244,38,201,5
광주,광산구,06월,158,2,236,43,187,6
광주,광산구,07월,165,0,280,35,243,2
광주,광산구,08월,169,1,264,43,214,7
광주,광산구,09월,208,7,330,42,282,6
광주,광산구,10월,160,2,270,34,227,9
광주,광산구,11월,156,0,244,38,202,4
광주,광산구,12월,160,1,254,41,194,19
광주,남구,01월,65,1,112,11,97,4
광주,남구,02월,66,0,104,19,78,7
광주,남구,03월,65,1,100,18,79,3
광주,남구,04월,58,1,80,7,68,5
광주,남구,05월,65,1,99,15,80,4
광주,남구,06월,73,0,124,24,94,6
광주,남구,07월,67,2,104,16,85,3
광주,남구,08월,58,0,84,12,69,3
광주,남구,09월,72,2,105,18,84,3
광주,남구,10월,70,1,129,30,96,3
광주,남구,11월,68,4,105,12,89,4
광주,남구,12월,81,2,132,15,108,9
대전,동구,01월,87,1,129,22,105,2
대전,동구,02월,67,1,103,21,81,1
대전,동구,03월,89,2,122,22,99,1
대전,동구,04월,83,0,117,24,91,2
대전,동구,05월,99,5,142,27,114,1
대전,동구,06월,86,0,116,27,89,0
대전,동구,07월,94,2,133,33,99,1
대전,동구,08월,100,3,138,31,105,2
대전,동구,09월,101,2,144,37,106,1
대전,동구,10월,85,2,129,30,96,3
대전,동구,11월,107,2,131,36,95,0
대전,동구,12월,96,5,155,37,117,1
대전,중구,01월,90,0,119,30,87,2
대전,중구,02월,82,2,112,27,84,1
대전,중구,03월,94,0,143,31,111,1
대전,중구,04월,88,0,143,33,109,1
대전,중구,05월,113,3,164,42,119,3
대전,중구,06월,103,3,147,42,101,4
대전,중구,07월,95,0,175,35,138,2
대전,중구,08월,111,0,162,31,128,3
대전,중구,09월,104,0,152,34,113,5
대전,중구,10월,104,0,150,40,108,2
대전,중구,11월,112,1,158,35,121,2
대전,중구,12월,109,4,161,48,109,4
대전,서구,01월,206,2,300,43,248,9
대전,서구,02월,170,1,275,41,229,5
대전,서구,03월,190,2,308,49,237,22
대전,서구,04월,198,2,281,57,221,3
대전,서구,05월,197,1,281,46,228,7
대전,서구,06월,192,2,286,60,221,5
대전,서구,07월,223,2,342,43,292,7
대전,서구,08월,232,2,354,62,280,12
대전,서구,09월,197,1,281,56,225,0
대전,서구,10월,228,3,327,67,254,6
대전,서구,11월,207,0,317,54,255,8
대전,서구,12월,200,2,323,52,261,10
대전,유성구,01월,150,1,242,46,181,15
대전,유성구,02월,141,0,243,46,189,8
대전,유성구,03월,130,1,193,29,163,1
대전,유성구,04월,129,0,243,40,189,14
대전,유성구,05월,175,1,266,39,213,14
대전,유성구,06월,154,1,264,47,200,17
대전,유성구,07월,152,0,242,40,183,19
대전,유성구,08월,165,1,267,46,210,11
대전,유성구,09월,159,2,245,34,204,7
대전,유성구,10월,171,3,284,47,216,21
대전,유성구,11월,178,0,284,59,218,7
대전,유성구,12월,179,0,291,42,234,15
대전,대덕구,01월,95,1,161,28,125,8
대전,대덕구,02월,86,2,133,28,98,7
대전,대덕구,03월,83,2,129,16,104,9
대전,대덕구,04월,99,0,151,27,112,12
대전,대덕구,05월,102,1,149,31,104,14
대전,대덕구,06월,106,2,141,22,111,8
대전,대덕구,07월,94,0,136,24,97,15
대전,대덕구,08월,94,2,130,28,87,15
대전,대덕구,09월,104,2,173,37,123,13
대전,대덕구,10월,85,4,128,19,103,6
대전,대덕구,11월,96,2,126,33,85,8
대전,대덕구,12월,101,0,157,23,124,10
울산,중구,01월,68,0,104,39,56,9
울산,중구,02월,68,0,97,27,63,7
울산,중구,03월,61,1,94,25,55,14
울산,중구,04월,66,0,96,32,57,7
울산,중구,05월,83,2,113,32,73,8
울산,중구,06월,66,0,94,29,59,6
울산,중구,07월,83,2,119,34,73,12
울산,중구,08월,84,1,108,26,71,11
울산,중구,09월,77,0,95,31,58,6
울산,중구,10월,77,0,105,32,61,12
울산,중구,11월,84,1,118,32,74,12
울산,중구,12월,84,1,112,25,77,10
울산,남구,01월,107,1,150,48,95,7
울산,남구,02월,87,1,162,46,108,8
울산,남구,03월,113,0,168,48,112,8
울산,남구,04월,126,3,199,58,134,7
울산,남구,05월,116,3,156,42,113,1
울산,남구,06월,105,0,146,46,97,3
울산,남구,07월,133,1,187,59,123,5
울산,남구,08월,97,0,137,40,89,8
울산,남구,09월,109,1,177,41,131,5
울산,남구,10월,108,2,149,44,101,4
울산,남구,11월,106,0,160,49,106,5
울산,남구,12월,146,4,188,59,122,7
울산,동구,01월,38,2,44,13,31,0
울산,동구,02월,32,0,38,14,24,0
울산,동구,03월,33,0,39,18,21,0
울산,동구,04월,42,0,55,15,40,0
울산,동구,05월,28,0,36,12,23,1
울산,동구,06월,39,0,51,15,35,1
울산,동구,07월,45,0,64,32,32,0
울산,동구,08월,39,1,54,19,35,0
울산,동구,09월,47,4,54,13,39,2
울산,동구,10월,38,0,48,23,25,0
울산,동구,11월,45,1,51,15,35,1
울산,동구,12월,44,1,60,16,44,0
울산,북구,01월,39,1,62,24,35,3
울산,북구,02월,61,2,90,28,53,9
울산,북구,03월,50,0,75,26,42,7
울산,북구,04월,55,0,81,19,59,3
울산,북구,05월,46,0,78,20,52,6
울산,북구,06월,42,1,50,19,28,3
울산,북구,07월,59,0,92,25,59,8
울산,북구,08월,56,0,78,28,45,5
울산,북구,09월,61,0,82,24,47,11
울산,북구,10월,55,0,79,17,58,4
울산,북구,11월,52,1,89,25,59,5
울산,북구,12월,56,0,90,23,62,5
울산,울주군,01월,77,2,137,29,83,25
울산,울주군,02월,60,4,82,26,44,12
울산,울주군,03월,74,2,98,37,50,11
울산,울주군,04월,81,3,122,37,70,15
울산,울주군,05월,80,0,113,42,53,18
울산,울주군,06월,75,3,103,37,62,4
울산,울주군,07월,55,2,88,23,60,5
울산,울주군,08월,67,0,123,31,83,9
울산,울주군,09월,76,4,121,31,79,11
울산,울주군,10월,71,1,101,31,61,9
울산,울주군,11월,94,1,133,39,89,5
울산,울주군,12월,99,4,132,41,80,11
세종,세종,01월,35,2,56,10,45,1
세종,세종,02월,41,2,70,15,45,10
세종,세종,03월,46,1,83,21,61,1
세종,세종,04월,64,0,89,17,71,1
세종,세종,05월,62,1,91,20,70,1
세종,세종,06월,53,1,66,17,46,3
세종,세종,07월,57,1,74,19,51,4
세종,세종,08월,66,3,94,28,57,9
세종,세종,09월,98,1,139,38,96,5
세종,세종,10월,74,2,142,36,104,2
세종,세종,11월,68,2,91,24,65,2
세종,세종,12월,82,2,112,27,84,1
